filename,distance
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060915.JPG,6.92087
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060925.JPG,5.07294
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060935.JPG,6.73794
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060945.JPG,6.74719
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_060955.JPG,5.6808
SO268-2_100-1_OFOS_SO_CAM-1_20190406_061005.JPG,6.02215
SO268-2_100-1_OFOS_SO_CAM-1_20190406_061005.JPG,6.02215
SO268-2_100-1_OFOS_SO_CAM-1_20190406_061005.JPG,6.02215
SO268-2_100-1_OFOS_SO_CAM-1_20190406_061005.JPG,6.02215
